ids,artists,mediums,titles,descriptions,urls
ger_58,Heinrich Guttenberg,Etching on laid paper,The Last Words of Jean Jacques Rousseau,,https://www.artic.edu/artworks/12081/the-last-words-of-jean-jacques-rousseau
ger_59,Gerhard Richter,Oil on canvas,Mrs. Wolleh with Children (Frau Wolleh mit Kindern),,https://www.artic.edu/artworks/147002/mrs-wolleh-with-children-frau-wolleh-mit-kindern
ger_60,Gerhard Richter,Oil on canvas,Candle (Kerze),,https://www.artic.edu/artworks/146999/candle-kerze
ger_61,Ludwig Meidner,Oil on canvas,Max Herrmann-Neisse,"Though perhaps best known for his visionary, apocalyptic landscapes, Ludwig Meidner, like many German Expressionists, used portraiture to explore the inner emotional life of his subjects. “Do not be afraid of the face of a human being,” Meidner once said. “Don’t let your pen stop until the soul of that one opposite you is wedded to yours in a covenant of pathos.” In addition to making self-portraits, Meidner painted many of Berlin’s literati, including the Expressionist poet and theater critic Max Herrmann-Neisse. The artist used the thick paint, energetic brushwork, and distorted form characteristic of Expressionist painting to communicate his subject’s inner vitality and psychological life.",https://www.artic.edu/artworks/10170/max-herrmann-neisse
ger_62,Hans Baldung Grien,Woodcut in black on ivory laid paper,The Martyrdom of Saint Sebastian,,https://www.artic.edu/artworks/10048/the-martyrdom-of-saint-sebastian
ger_63,"Lucas Cranach, the Elder",Oil on panel,Adam,"For most of his long career, Lucas Cranach the Elder was court painter to the Elector of Saxony. Although the general placement of Adam and Eve in these paintings reflects the influence of Albrecht Dürer’s renowned classicizing treatment of the same subject in paintings and prints, Cranach’s slender, undulating figures conform to the contemporary courtly ideals of beauty. This pair is one of the finest of the many versions of the subject made by Cranach and his workshop.",https://www.artic.edu/artworks/111718/adam
ger_64,"Lucas Cranach, the Elder",Woodcut in black on ivory laid paper,Saint Christopher,,https://www.artic.edu/artworks/2103/saint-christopher
ger_65,Ernst Ludwig Kirchner,Oil and encaustic on canvas,Kummeralp Mountain and Two Sheds,,https://www.artic.edu/artworks/87447/kummeralp-mountain-and-two-sheds
ger_66,Martin Schongauer,Engraving on paper,The First Wise Virgin,,https://www.artic.edu/artworks/3954/the-first-wise-virgin
ger_67,Anselm Kiefer,"White gouache on gelatin silver prints, cut torn and tipped together",20 Years of Solitude,,https://www.artic.edu/artworks/158891/20-years-of-solitude
ger_68,Rudolph Grossmann,Book containing text and 28 etchings,Herbarium,,https://www.artic.edu/artworks/9605/herbarium
ger_69,Gabriele Münter,Oil on canvas,Still Life with Queen,,https://www.artic.edu/artworks/9018/still-life-with-queen
ger_70,Paul Wunderlich,Color lithograph on ivory wove paper,Painter,,https://www.artic.edu/artworks/20678/painter
ger_71,"Hans Burgkmair, the elder",Chiaroscuro woodcut in 3 shades of brown on ivory laid paper,Lovers Surprised by Death,"Themes derived from the Dance of Death, a medieval allegory in which Death overcomes people of all ages and levels of society, pervaded German art in the late medieval and Renaissance periods. As the first true chiaroscuro woodcut, Hans Burgkmair’s compelling depiction of lovers torn apart by death is a work of pivotal importance. It represents a major cognitive leap on the part of the artist, who was the first to compose an organic three-dimensional composition by juxtaposing and overprinting three tones added by three different wood blocks.",https://www.artic.edu/artworks/147064/lovers-surprised-by-death
ger_72,Paul Klee,"Pastel on canvas, on burlap",Women Harvesting,,https://www.artic.edu/artworks/9553/women-harvesting
ger_73,"Lucas Cranach, the Elder",Oil on panel,"Portrait of Magdalena of Saxony, Wife of Elector Joachim II of Brandenburg","As court painter to the electors of Saxony, Lucas Cranach the Elder developed a portrait style that catered to his patrons’ concern with dynastic continuity by emphasizing their princely status through careful depictions of their sumptuous garb and lavish jewelry. The artist’s attention to such details enabled the identification of this sitter: a signet ring in a companion portrait of her husband in the Philadelphia Museum of Art reveals her to be the Saxon princess Magdalena. A watercolor showing Magdalena in the same richly patterned dress suggests that Cranach made this portrait during his visit to Berlin around 1529.",https://www.artic.edu/artworks/87760/portrait-of-magdalena-of-saxony-wife-of-elector-joachim-ii-of-brandenburg
ger_74,Albrecht Dürer,Woodcut in black on ivory laid paper,Calvary,"Albrecht Dürer described this deceptively simple image of Jesus Christ’s Crucifixion as one of his “schlechtes Holzwerk,” his “plain” or “homely woodcuts.” Yet the number of figures represented, the receding landscape, and the pathos embodied by the swooning Virgin Mary and the kneeling Mary Magdalene exceed the artist’s own modest assessment of the work. In comparison with earlier woodcuts, especially the quickly produced book illustrations undertaken in Wolgemut’s workshop, the woodblock must have been cut particularly closely to the artist’s own design. While busier than Dürer’s monumental Passion woodcuts from the same period, this moving woodcut hints at the artist’s past and future.",https://www.artic.edu/artworks/11056/calvary
ger_75,Severin Roesen,Oil on canvas,An Abundance of Fruit,"This painting by Severin Roesen, who immigrated to the United States from Cologne in 1848, features a profusion of berries, grapes, peaches, figs, and other fruits piled upon a marble slab. His composition is a celebratory display of nature’s bounty— portrayed in such minute detail as to feel artificial. Roesen worked in Pennsylvania, supported by German immigrants who operated local breweries there. While still lifes in the 19thcentury typically adorned domestic dining rooms, Roesen’s painting may have hung in a public tavern or restaurant. For such patrons, the artist probably painted pictures in exchange for beer. Roesen and his male patrons would not have been counted among the followers of the growing temperance movement in America at midcentury.",https://www.artic.edu/artworks/182381/an-abundance-of-fruit
ger_76,Anselm Kiefer,Woodcut with additions in acrylic and shellac on ivory wove paper,Ways of Worldly Wisdom: Hermann’s Battle,,https://www.artic.edu/artworks/106542/ways-of-worldly-wisdom-hermann-s-battle
